NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000270;110501000031;Huevo Pardo Empacado;1;13;13;Lun;33855;168.4;Safari;Mac OS X;other
P000270;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;33855;168.4;Safari;Mac OS X;other
P000270;110601400016;Filete de Pechuga;2;30;60;Lun;33855;168.4;Safari;Mac OS X;other
P000270;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;33855;168.4;Safari;Mac OS X;other
P000270;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33855;168.4;Safari;Mac OS X;other
P000271;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34025;124.5;Chrome;Windows;other
P000271;110601400016;Filete de Pechuga;2;30;60;Lun;34025;124.5;Chrome;Windows;other
P000271;110603500005;Nuggets Premium;4;6;24;Lun;34025;124.5;Chrome;Windows;other
P000271;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34025;124.5;Chrome;Windows;other
P000272;110501000031;Huevo Pardo Empacado;2;13;26;Lun;33873;86;Chrome;Windows;other
P000272;110601000027;Pollo Entero S/M;3;16;48;Lun;33873;86;Chrome;Windows;other
P000272;110603500005;Nuggets Premium;2;6;12;Lun;33873;86;Chrome;Windows;other
P000273;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34028;92.7;Chrome;Windows;other
P000273;110601000027;Pollo Entero S/M;1;16;16;Lun;34028;92.7;Chrome;Windows;other
P000273;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34028;92.7;Chrome;Windows;other
P000273;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34028;92.7;Chrome;Windows;other
P000273;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34028;92.7;Chrome;Windows;other
P000273;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34028;92.7;Chrome;Windows;other
P000274;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34033;151.3;Mobile Safari;WKWebView;iOS
P000274;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34033;151.3;Mobile Safari;WKWebView;iOS
P000274;110601400015;Filete de Pechuga Corazon;2;32;64;Lun;34033;151.3;Mobile Safari;WKWebView;iOS
P000274;110603500005;Nuggets Premium;2;6;12;Lun;34033;151.3;Mobile Safari;WKWebView;iOS
P000274;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34033;151.3;Mobile Safari;WKWebView;iOS
P000275;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34030;78;Mobile Safari;iOS;iPhone
P000275;110601000027;Pollo Entero S/M;2;16;32;Lun;34030;78;Mobile Safari;iOS;iPhone
P000275;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34030;78;Mobile Safari;iOS;iPhone
P000275;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34030;78;Mobile Safari;iOS;iPhone
P000276;110601400016;Filete de Pechuga;1;30;30;Lun;34032;57;Chrome Mobile;Android;other
P000276;110603500048;Filete a la Pimienta;2;13.5;27;Lun;34032;57;Chrome Mobile;Android;other
P000277;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34027;55.5;Chrome Mobile;Android;XiaoMi
P000277;110603500005;Nuggets Premium;1;6;6;Lun;34027;55.5;Chrome Mobile;Android;XiaoMi
P000277;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34027;55.5;Chrome Mobile;Android;XiaoMi
P000277;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34027;55.5;Chrome Mobile;Android;XiaoMi
P000278;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34036;68.5;Chrome Mobile iOS;iOS;iPhone
P000278;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34036;68.5;Chrome Mobile iOS;iOS;iPhone
P000278;110603500005;Nuggets Premium;1;6;6;Lun;34036;68.5;Chrome Mobile iOS;iOS;iPhone
P000279;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34037;54.1;Chrome Mobile;Android;other
P000279;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34037;54.1;Chrome Mobile;Android;other
P000279;110603500013;Nuggets con Quinua;3;8.2;24.6;Lun;34037;54.1;Chrome Mobile;Android;other
P000280;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34039;58.5;Mobile Safari;iOS;iPhone
P000280;110601000027;Pollo Entero S/M;1;16;16;Lun;34039;58.5;Mobile Safari;iOS;iPhone
P000280;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34039;58.5;Mobile Safari;iOS;iPhone
P000281;110601400016;Filete de Pechuga;1;30;30;Lun;34041;87;Chrome;Windows;other
P000281;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34041;87;Chrome;Windows;other
P000281;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34041;87;Chrome;Windows;other
P000281;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34041;87;Chrome;Windows;other
P000282;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34040;101.5;Chrome;Windows;other
P000282;110601400016;Filete de Pechuga;2;30;60;Lun;34040;101.5;Chrome;Windows;other
P000282;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34040;101.5;Chrome;Windows;other
P000282;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34040;101.5;Chrome;Windows;other
P000282;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34040;101.5;Chrome;Windows;other
P000283;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000283;110601200016;Muslos Frescos;1;54;54;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000283;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000283;110601400016;Filete de Pechuga;1;30;30;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000283;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000283;110603700039;Enrollado con Frutas Secas;2;27.5;55;Lun;34042;213.6;Mobile Safari;iOS;iPhone
P000284;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34020;100.4;Chrome;Windows;other
P000284;110601000027;Pollo Entero S/M;1;16;16;Lun;34020;100.4;Chrome;Windows;other
P000284;110601400016;Filete de Pechuga;1;30;30;Lun;34020;100.4;Chrome;Windows;other
P000284;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34020;100.4;Chrome;Windows;other
P000284;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34020;100.4;Chrome;Windows;other
P000285;110601400016;Filete de Pechuga;3;30;90;Lun;34045;90;Safari;Mac OS X;other
P000286;110603700039;Enrollado con Frutas Secas;2;27.5;55;Lun;34047;55;Chrome;Windows;other
P000287;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34035;92.8;Chrome Mobile;Android;other
P000287;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34035;92.8;Chrome Mobile;Android;other
P000287;110601400016;Filete de Pechuga;1;30;30;Lun;34035;92.8;Chrome Mobile;Android;other
P000287;110603500005;Nuggets Premium;2;6;12;Lun;34035;92.8;Chrome Mobile;Android;other
P000287;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34035;92.8;Chrome Mobile;Android;other
P000288;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34048;50;Chrome;Mac OS X;other
P000288;110603500005;Nuggets Premium;4;6;24;Lun;34048;50;Chrome;Mac OS X;other
P000289;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34049;56.3;Chrome;Windows;other
P000289;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34049;56.3;Chrome;Windows;other
P000289;110603500005;Nuggets Premium;1;6;6;Lun;34049;56.3;Chrome;Windows;other
P000289;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34049;56.3;Chrome;Windows;other
P000289;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34049;56.3;Chrome;Windows;other
P000290;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34051;112.5;Chrome;Windows;other
P000290;110601200016;Muslos Frescos;1;54;54;Lun;34051;112.5;Chrome;Windows;other
P000290;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34051;112.5;Chrome;Windows;other
P000290;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34051;112.5;Chrome;Windows;other
P000291;110501000031;Huevo Pardo Empacado;3;13;39;Lun;34055;101;Mobile Safari;iOS;iPhone
P000291;110601400016;Filete de Pechuga;1;30;30;Lun;34055;101;Mobile Safari;iOS;iPhone
P000291;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34055;101;Mobile Safari;iOS;iPhone
P000291;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34055;101;Mobile Safari;iOS;iPhone
P000292;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34057;53.7;Chrome Mobile;Android;LG
P000292;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34057;53.7;Chrome Mobile;Android;LG
P000292;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34057;53.7;Chrome Mobile;Android;LG
P000293;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34058;132.8;Chrome;Windows;other
P000293;110601000027;Pollo Entero S/M;1;16;16;Lun;34058;132.8;Chrome;Windows;other
P000293;110601200016;Muslos Frescos;1;54;54;Lun;34058;132.8;Chrome;Windows;other
P000293;110601400016;Filete de Pechuga;1;30;30;Lun;34058;132.8;Chrome;Windows;other
P000293;110603500005;Nuggets Premium;2;6;12;Lun;34058;132.8;Chrome;Windows;other
P000293;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34058;132.8;Chrome;Windows;other
P000294;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34059;58;Chrome Mobile;Android;other
P000294;110601000027;Pollo Entero S/M;2;16;32;Lun;34059;58;Chrome Mobile;Android;other
P000295;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34054;137.1;Firefox;Windows;other
P000295;110601200006;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;34054;137.1;Firefox;Windows;other
P000295;110601400016;Filete de Pechuga;1;30;30;Lun;34054;137.1;Firefox;Windows;other
P000295;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34054;137.1;Firefox;Windows;other
P000295;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34054;137.1;Firefox;Windows;other
P000295;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34054;137.1;Firefox;Windows;other
P000295;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34054;137.1;Firefox;Windows;other
P000296;110601000027;Pollo Entero S/M;4;16;64;Lun;34060;70;Chrome;Windows;other
P000296;110603500005;Nuggets Premium;1;6;6;Lun;34060;70;Chrome;Windows;other
P000297;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34061;56.8;Chrome;Windows;other
P000297;110603500005;Nuggets Premium;1;6;6;Lun;34061;56.8;Chrome;Windows;other
P000297;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34061;56.8;Chrome;Windows;other
P000297;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34061;56.8;Chrome;Windows;other
P000298;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34062;50;Mobile Safari;iOS;iPhone
P000298;110603500005;Nuggets Premium;2;6;12;Lun;34062;50;Mobile Safari;iOS;iPhone
P000298;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34062;50;Mobile Safari;iOS;iPhone
P000299;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34064;54.3;Chrome Mobile;Android;other
P000299;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34064;54.3;Chrome Mobile;Android;other
P000299;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34064;54.3;Chrome Mobile;Android;other
P000300;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000300;110601000027;Pollo Entero S/M;1;16;16;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000300;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000300;110603500005;Nuggets Premium;1;6;6;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000300;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000300;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34066;72.3;Mobile Safari;iOS;iPhone
P000301;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34065;77.6;Chrome;Windows;other
P000301;110601000027;Pollo Entero S/M;3;16;48;Lun;34065;77.6;Chrome;Windows;other
P000301;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34065;77.6;Chrome;Windows;other
P000302;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34067;90;Mobile Safari;iOS;iPhone
P000302;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34067;90;Mobile Safari;iOS;iPhone
P000302;110603500005;Nuggets Premium;2;6;12;Lun;34067;90;Mobile Safari;iOS;iPhone
P000302;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34067;90;Mobile Safari;iOS;iPhone
P000302;110603500019;Deditos de Pollo;2;7.8;15.6;Lun;34067;90;Mobile Safari;iOS;iPhone
P000303;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34069;113.4;Chrome;Windows;other
P000303;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34069;113.4;Chrome;Windows;other
P000303;110603500005;Nuggets Premium;2;6;12;Lun;34069;113.4;Chrome;Windows;other
P000303;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34069;113.4;Chrome;Windows;other
P000303;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34069;113.4;Chrome;Windows;other
P000303;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34069;113.4;Chrome;Windows;other
P000304;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34070;100;Chrome;Windows;other
P000304;110601000027;Pollo Entero S/M;2;16;32;Lun;34070;100;Chrome;Windows;other
P000304;110601400016;Filete de Pechuga;1;30;30;Lun;34070;100;Chrome;Windows;other
P000304;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34070;100;Chrome;Windows;other
P000305;110601000027;Pollo Entero S/M;2;16;32;Lun;34071;54.5;Mobile Safari;iOS;iPhone
P000305;110603500005;Nuggets Premium;1;6;6;Lun;34071;54.5;Mobile Safari;iOS;iPhone
P000305;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34071;54.5;Mobile Safari;iOS;iPhone
P000305;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34071;54.5;Mobile Safari;iOS;iPhone
P000306;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34074;112;Facebook;iOS;iPhone
P000306;110601000027;Pollo Entero S/M;2;16;32;Lun;34074;112;Facebook;iOS;iPhone
P000306;110601200016;Muslos Frescos;1;54;54;Lun;34074;112;Facebook;iOS;iPhone
P000307;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34072;125;Mobile Safari;iOS;iPhone
P000307;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34072;125;Mobile Safari;iOS;iPhone
P000307;110601400016;Filete de Pechuga;2;30;60;Lun;34072;125;Mobile Safari;iOS;iPhone
P000307;110603500005;Nuggets Premium;1;6;6;Lun;34072;125;Mobile Safari;iOS;iPhone
P000308;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34079;84.6;Samsung Internet;Android;Samsung
P000308;110601400016;Filete de Pechuga;1;30;30;Lun;34079;84.6;Samsung Internet;Android;Samsung
P000308;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34079;84.6;Samsung Internet;Android;Samsung
P000308;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34079;84.6;Samsung Internet;Android;Samsung
P000309;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34075;51;Chrome Mobile;Android;other
P000309;110601000027;Pollo Entero S/M;2;16;32;Lun;34075;51;Chrome Mobile;Android;other
P000309;110603500005;Nuggets Premium;1;6;6;Lun;34075;51;Chrome Mobile;Android;other
P000310;110601400015;Filete de Pechuga Corazon;3;32;96;Lun;34082;180.5;Chrome Mobile;Android;other
P000310;110601400016;Filete de Pechuga;1;30;30;Lun;34082;180.5;Chrome Mobile;Android;other
P000310;110603500048;Filete a la Pimienta;2;13.5;27;Lun;34082;180.5;Chrome Mobile;Android;other
P000310;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34082;180.5;Chrome Mobile;Android;other
P000311;110601400016;Filete de Pechuga;1;30;30;Lun;34084;50.7;Chrome;Windows;other
P000311;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34084;50.7;Chrome;Windows;other
P000311;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34084;50.7;Chrome;Windows;other
P000312;110501000031;Huevo Pardo Empacado;5;13;65;Lun;34088;65;Chrome Mobile iOS;iOS;iPhone
P000313;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34085;81.4;Chrome Mobile;Android;other
P000313;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34085;81.4;Chrome Mobile;Android;other
P000313;110603500005;Nuggets Premium;1;6;6;Lun;34085;81.4;Chrome Mobile;Android;other
P000313;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34085;81.4;Chrome Mobile;Android;other
P000314;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34083;211;Edge;Windows;other
P000314;110601000027;Pollo Entero S/M;4;16;64;Lun;34083;211;Edge;Windows;other
P000314;110601400016;Filete de Pechuga;1;30;30;Lun;34083;211;Edge;Windows;other
P000314;110603500005;Nuggets Premium;2;6;12;Lun;34083;211;Edge;Windows;other
P000314;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34083;211;Edge;Windows;other
P000314;110603500048;Filete a la Pimienta;3;13.5;40.5;Lun;34083;211;Edge;Windows;other
P000314;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34083;211;Edge;Windows;other
P000315;110601000027;Pollo Entero S/M;3;16;48;Lun;34087;103;Chrome Mobile;Android;other
P000315;110601400016;Filete de Pechuga;1;30;30;Lun;34087;103;Chrome Mobile;Android;other
P000315;110603500029;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;34087;103;Chrome Mobile;Android;other
P000316;110601400016;Filete de Pechuga;1;30;30;Lun;34091;50.7;Chrome;Windows;other
P000316;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34091;50.7;Chrome;Windows;other
P000316;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34091;50.7;Chrome;Windows;other
P000317;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34094;50.2;Chrome;Windows;other
P000317;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34094;50.2;Chrome;Windows;other
P000317;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34094;50.2;Chrome;Windows;other
P000317;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34094;50.2;Chrome;Windows;other
P000318;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34095;50.8;Chrome;Windows;other
P000318;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34095;50.8;Chrome;Windows;other
P000318;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34095;50.8;Chrome;Windows;other
P000319;110501000031;Huevo Pardo Empacado;3;13;39;Lun;34098;55.4;Chrome Mobile iOS;iOS;iPhone
P000319;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34098;55.4;Chrome Mobile iOS;iOS;iPhone
P000320;110601000027;Pollo Entero S/M;1;16;16;Lun;34097;64.5;Chrome Mobile;Android;other
P000320;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34097;64.5;Chrome Mobile;Android;other
P000320;110601400015;Filete de Pechuga Corazon;1;32;32;Lun;34097;64.5;Chrome Mobile;Android;other
P000321;110601000027;Pollo Entero S/M;2;16;32;Lun;34080;65;Chrome;Windows;other
P000321;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34080;65;Chrome;Windows;other
P000322;110603500005;Nuggets Premium;2;6;12;Lun;34100;62.3;Chrome Mobile;Android;other
P000322;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34100;62.3;Chrome Mobile;Android;other
P000322;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34100;62.3;Chrome Mobile;Android;other
P000322;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34100;62.3;Chrome Mobile;Android;other
P000322;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34100;62.3;Chrome Mobile;Android;other
P000322;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34100;62.3;Chrome Mobile;Android;other
P000323;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34101;73;Chrome;Windows;other
P000323;110601400016;Filete de Pechuga;2;30;60;Lun;34101;73;Chrome;Windows;other
P000324;110601000027;Pollo Entero S/M;1;16;16;Lun;34103;173.9;Chrome;Windows;other
P000324;110601200016;Muslos Frescos;1;54;54;Lun;34103;173.9;Chrome;Windows;other
P000324;110601400016;Filete de Pechuga;2;30;60;Lun;34103;173.9;Chrome;Windows;other
P000324;110603500013;Nuggets con Quinua;2;8.2;16.4;Lun;34103;173.9;Chrome;Windows;other
P000324;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34103;173.9;Chrome;Windows;other
P000325;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34105;65.2;Chrome;Windows;other
P000325;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34105;65.2;Chrome;Windows;other
P000325;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34105;65.2;Chrome;Windows;other
P000325;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34105;65.2;Chrome;Windows;other
P000326;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34108;58.8;Mobile Safari;iOS;iPhone
P000326;110601000027;Pollo Entero S/M;2;16;32;Lun;34108;58.8;Mobile Safari;iOS;iPhone
P000326;110603500005;Nuggets Premium;1;6;6;Lun;34108;58.8;Mobile Safari;iOS;iPhone
P000326;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34108;58.8;Mobile Safari;iOS;iPhone
P000327;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34109;145.8;Chrome;Windows;other
P000327;110601400016;Filete de Pechuga;1;30;30;Lun;34109;145.8;Chrome;Windows;other
P000327;110603500048;Filete a la Pimienta;2;13.5;27;Lun;34109;145.8;Chrome;Windows;other
P000327;110603500049;Filete  a la Criolla;2;13.5;27;Lun;34109;145.8;Chrome;Windows;other
P000327;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34109;145.8;Chrome;Windows;other
P000327;110603700039;Enrollado con Frutas Secas;1;27.5;27.5;Lun;34109;145.8;Chrome;Windows;other
P000328;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34104;61;Chrome;Windows;other
P000328;110601000027;Pollo Entero S/M;3;16;48;Lun;34104;61;Chrome;Windows;other
P000329;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34111;82.3;Chrome;Windows;other
P000329;110601000027;Pollo Entero S/M;3;16;48;Lun;34111;82.3;Chrome;Windows;other
P000329;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34111;82.3;Chrome;Windows;other
P000330;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34114;125.8;Chrome;Windows;other
P000330;110601000027;Pollo Entero S/M;1;16;16;Lun;34114;125.8;Chrome;Windows;other
P000330;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34114;125.8;Chrome;Windows;other
P000330;110601400016;Filete de Pechuga;1;30;30;Lun;34114;125.8;Chrome;Windows;other
P000330;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34114;125.8;Chrome;Windows;other
P000330;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34114;125.8;Chrome;Windows;other
P000331;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34118;122.1;Mobile Safari;iOS;iPad
P000331;110601200006;Pollo trozado x 8 pzas S/M;4;16.5;66;Lun;34118;122.1;Mobile Safari;iOS;iPad
P000331;110603500049;Filete  a la Criolla;1;13.5;13.5;Lun;34118;122.1;Mobile Safari;iOS;iPad
P000331;110603700015;Hamburguesa Premium;2;8.3;16.6;Lun;34118;122.1;Mobile Safari;iOS;iPad
P000332;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34122;146.5;Mobile Safari;iOS;iPhone
P000332;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34122;146.5;Mobile Safari;iOS;iPhone
P000332;110601200016;Muslos Frescos;1;54;54;Lun;34122;146.5;Mobile Safari;iOS;iPhone
P000332;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34122;146.5;Mobile Safari;iOS;iPhone
P000333;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34117;50.8;Safari;Mac OS X;other
P000333;110601200006;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34117;50.8;Safari;Mac OS X;other
P000333;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34117;50.8;Safari;Mac OS X;other
P000334;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;110601000027;Pollo Entero S/M;1;16;16;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;110603500005;Nuggets Premium;1;6;6;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;110603500019;Deditos de Pollo;1;7.8;7.8;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;110603500029;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000334;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34124;63.6;Mobile Safari;iOS;iPhone
P000335;110601400016;Filete de Pechuga;2;30;60;Lun;34120;73.5;Mobile Safari;iOS;iPhone
P000335;110603500048;Filete a la Pimienta;1;13.5;13.5;Lun;34120;73.5;Mobile Safari;iOS;iPhone
P000336;110501000031;Huevo Pardo Empacado;2;13;26;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;110601200006;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;110601400016;Filete de Pechuga;1;30;30;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;110603500013;Nuggets con Quinua;1;8.2;8.2;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000336;110603700015;Hamburguesa Premium;1;8.3;8.3;Lun;34126;159.5;Chrome Mobile iOS;iOS;iPhone
P000337;110601200009;Pierna Encuentro Fresca;1;54;54;Lun;34130;84;Mobile Safari;iOS;iPhone
P000337;110601400016;Filete de Pechuga;1;30;30;Lun;34130;84;Mobile Safari;iOS;iPhone
P000338;110501000031;Huevo Pardo Empacado;1;13;13;Lun;34131;66.4;Chrome Mobile;Android;other
